Lemma;s.Genitiv;es.Genitiv
Hungern;13;0
Junior;13;0
Kameramann;13;2
Kernkraftwerk;13;9
Kern;13;0
Klang;13;4
Klassenzimmer;13;0
Klavier;13;2
Kohlekraftwerk;13;13
Konstrukt;13;4
Kontakt;13;14
Lautsprecher;13;0
Lichtkörper;13;0
Linux-Desktop;13;0
Loslassen;13;0
Magen;13;0
Mauerwerk;13;3
Mentor;13;0
Mitleid;13;0
Motorrad;13;17
Motor;13;0
Neubeginn;13;0
Oberkörper;13;0
Online-Magazin;13;2
Ort;13;311
Paradigma;13;0
Pastor;13;0
Plot;13;0
Podium;13;0
Posten;13;0
Renteneintrittsalter;13;0
Ritter;13;0
Ruin;13;0
Samen;13;0
Scanner;13;0
Schauspiel;13;2
Schwerpunkt;13;8
Schädling;13;0
Segment;13;1
Sensor;13;0
Silikon;13;0
Streben;13;0
Stuhl;13;2
Suchbegriff;13;6
Tagesspiegel;13;0
Teller;13;0
Terrain;13;0
Trick;13;0
Twittern;13;0
Unrecht;13;0
Wasserfall;13;2
Weltklimarat;13;19
Wissenschaftsministerium;13;0
Wohlbefinden;13;0
Wörterbuch;13;6
Zitieren;13;0
Älterwerden;13;0
Überblick;13;0
Abendland;12;135
Abonnement;12;0
Atem;12;0
Ausflug;12;7
Automobil;12;0
Bearbeiter;12;0
Bibliothekar;12;0
Blogposting;12;0
Boom;12;0
Brot;12;50
Buddha;12;0
Bundesfamilienministerium;12;0
Dateinamen;12;0
Duden;12;0
Effekt;12;12
Eingang;12;4
Exploit;12;0
Fehlverhalten;12;0
Finanzkapital;12;0
Geburtstag;12;25
Hafenbecken;12;0
Hintergrund;12;15
Horror;12;0
Kaiserstuhl;12;0
Kamm;12;3
Kristallschädel;12;0
Kämpfer;12;0
Lektorat;12;0
Marktführer;12;0
Mauerbau;12;0
Meridian;12;0
Mitgliedstaat;12;2
Mittagessen;12;0
Mittelmeer;12;13
Naziterror;12;0
Online-Shop;12;0
Outfit;12;0
Plagiat;12;4
Presse-Foto;12;0
Quadrat;12;7
Rapper;12;0
Regal;12;1
Rucksack;12;2
Schlafen;12;0
Schwarm;12;1
Schwiegervater;12;0
Sicherheitsrat;12;26
Sommerdreieck;12;0
Spargel;12;0
Sponsoring;12;0
Stadtviertel;12;0
Tal;12;26
Tango;12;0
Terminal;12;0
Tsunami;12;0
Töten;12;0
Umdenken;12;0
Unterbewusstsein;12;0
Verrat;12;3
Verzicht;12;3
Volkszorn;12;0
Vorhang;12;1
Waffenrecht;12;0
Weiterverkauf;12;0
Wohnraum;12;5
Zug;12;78
Zweitveröffentlichungsrecht;12;0
Ölkonzern;12;0
Abfall;11;0
Abspann;11;2
Apple-Telefon;11;0
Archipel;11;0
Asylverfahren;11;0
Aufbegehren;11;0
Ausfall;11;1
Ausprobieren;11;0
Bahnsteig;11;1
Begleiter;11;0
Beratungsunternehmen;11;0
Bibliothekswesen;11;0
Blatt;11;89
Blauwal;11;0
Blutdruck;11;2
Bodenleben;11;0
Braten;11;0
Browserfenster;11;0
Bundesfinanzministerium;11;0
Bundesminister;11;0
Bürgerhaushalt;11;8
Clown;11;0
Cursor;11;0
Dekan;11;0
Entertainment;11;0
Entsetzen;11;0
Entwicklungsministerium;11;0
Entzug;11;4
Etat;11;0
Feuerwerk;11;0
Finanzministerium;11;0
Finder;11;0
Fleischkonsum;11;0
Frauenhandel;11;0
Freier;11;0
Fremdenrecht;11;0
Generalanwalt;11;0
Generalverdacht;11;0
HIV-Test;11;0
Hauptdarsteller;11;0
Hauptstern;11;0
Hausrecht;11;0
Hoffen;11;0
Hologramm;11;0
Internetverkehr;11;0
Inventar;11;0
Jugendmedienschutz-Staatsvertrag;11;11
Karton;11;0
Kellner;11;0
Kinofilm;11;0
Knochenmark;11;0
Landesinstitut;11;0
Laster;11;0
Lehrpersonal;11;0
Manuskript;11;5
Marathon;11;0
Marktanteil;11;0
Marktforschungsunternehmen;11;0
Mauerpark;11;0
Mehrbedarf;11;2
Mieter;11;0
Mietspiegel;11;0
Nationalrat;11;5
Neckar;11;0
Offizier;11;1
Orion;11;0
Pad;11;0
Paladin;11;0
Passivrauchen;11;0
Pegasusquadrat;11;0
Pendel;11;0
Piratenbüro;11;0
Pullover;11;0
Pärchen;11;0
Quartett;11;0
Rabbiner;11;0
Rasen;11;0
Raster;11;0
Rechteck;11;1
Redner;11;0
Refrain;11;0
Register;11;0
Reich;11;223
Reichstag;11;13
Rentenalter;11;0
Ressort;11;0
Rock;11;7
Rücken;11;0
Sammeln;11;0
Schokoladen;11;0
Schuljahr;11;78
Schweizer;11;0
Setzer;11;0
Sicherheitszaun;11;0
Sommerhimmel;11;0
Spiegelfechter;11;0
Spitzensport;11;0
Spott;11;3
Spracherwerb;11;0
Staatshaushalt;11;7
Startmenü;11;0
Sternhimmel;11;0
Stillstand;11;5
Streitgespräch;11;1
Surfen;11;0
Talk;11;0
Taxifahrer;11;0
Teilchen;11;0
Telefonieren;11;0
Teppich;11;0
Tonträgerhersteller;11;0
Trip;11;0
Unwohlsein;11;0
Verbraucherschutzministerium;11;0
Verb;11;0
Versorger;11;0
Vortag;11;25
Waggon;11;0
Wahlalter;11;0
Weltfußballverband;11;6
Welthandel;11;0
Werbeprogramm;11;0
Wissenschaftssystem;11;0
Zenit;11;0
Zitatrecht;11;1
Zoo;11;0
Zusammensein;11;0
Zweiteiler;11;0
Zweitverwertungsrecht;11;0
Äquator;11;0
Ärger;11;0
Übersetzen;11;0
Abbruch;10;0
Abspielen;10;0
Abstieg;10;1
Ackerbau;10;0
Aids-Medikament;10;1
Alkoholkonsum;10;0
Anführer;10;0
Apparat;10;7
Atomkrieg;10;13
Atom;10;0
Aufwachen;10;0
Ausgeliefertsein;10;0
Autofahren;10;0
Badezimmer;10;0
Bauen;10;0
Bauplan;10;2
Begründer;10;0
Beirat;10;13
Benutzerkonto;10;0
Berater;10;0
Berlin-Institut;10;2
Bestand;10;27
Bild;10;484
Blog-Eintrag;10;7
Botschafter;10;0
Brief;10;131
Bruch;10;5
CDU-Politiker;10;0
Diagramm;10;0
Dokumentationsarchiv;10;0
Dorf;10;171
Dreh;10;0
E-Learning;10;0
Einbruch;10;2
Einssein;10;0
Einstieg;10;0
Energiebedarf;10;0
Entscheid;10;2
Ermessen;10;0
Erwachsenwerden;10;0
Erzbistum;10;0
FDP-Politiker;10;0
Fachverband;10;7
Feiern;10;0
Filmemachen;10;0
Filmfestival;10;0
Finanzamt;10;5
Finanzbedarf;10;0
Finanzdienstleister;10;0
Firmengründer;10;0
Fixativ;10;0
Fliegen;10;0
Forschungsinstitut;10;3
Freak;10;0
Frühlingshimmel;10;0
Gadget;10;0
Gastbeitrag;10;4
Genitiv;10;0
Genom;10;0
Gerücht;10;1
Gesang;10;1
Getränk;10;8
Gläubiger;10;0
Gouverneur;10;0
Guthaben;10;0
Handmixer;10;0
Hausbesitzer;10;0
Herzkristall;10;0
Himmelsabschnitt;10;0
Himmelskörper;10;0
Host;10;0
Implantat;10;5
Internetangebot;10;82
Inzestverbot;10;3
Jupiter;10;0
Kampf;10;196
Kartenmaterial;10;0
Kasten;10;0
Kommunikationsverhalten;10;0
Konjunkturpaket;10;10
Konsortium;10;0
Kreisverband;10;50
Käfig;10;0
Königreich;10;10
Lebewesen;10;0
Lehrerberuf;10;4
Literaturwissenschaftler;10;0
Löffel;10;0
Magier;10;0
Mahnmal;10;0
Mailprogramm;10;0
Mammakarzinom;10;0
Masterstudiengang;10;7
Mediziner;10;0
Meerwasser;10;0
Menschenrechtsrat;10;1
Mönch;10;2
Nachrichtensender;10;0
Nichtverbreitungsvertrag;10;0
Nobelpreisträger;10;0
Oktober;10;0
Orakel;10;0
PM-Camp;10;0
Papa;10;0
Pazifik;10;0
Photo;10;0
Potenzial;10;0
Projektmagazin;10;0
Pudel;10;0
Rad;10;40
Rechtsbruch;10;3
Rektorat;10;0
Relaunch;10;18
Sachverständigenrat;10;6
Schaffner;10;0
Schah;10;0
Schlaganfall;10;0
Schulwesen;10;0
Schweifstern;10;0
Selbstwertgefühl;10;1
Semesterticket;10;0
Sortiment;10;0
Spam;10;0
Springer-Verlag;10;5
Stundenplan;10;1
Supermarkt;10;35
Surfer;10;0
TV-Sender;10;0
Tablett;10;0
Tarot;10;0
Teenager;10;0
Terroranschlag;10;1
Tiergarten;10;0
Toaster;10;0
Tonfilm;10;0
Touchpad;10;0
Trichter;10;0
Truck;10;0
US-Außenministerium;10;0
US-Konzern;10;0
Umweltministerium;10;0
Ungehorsam;10;0
Universitätsklinikum;10;0
Usenet;10;0
Vergnügen;10;0
Verkehrsunfall;10;1
Verlauf;10;2
Versicherer;10;0
Verstand;10;130
Verwerter;10;0
Videoclip;10;0
Vokabular;10;0
Vorwort;10;5
Wahn;10;0
Webmaster;10;0
Weihnachtsmann;10;18
Weltklima;10;0
Weltvermögen;10;0
Wiedersehen;10;0
Wildbann;10;1
Wurm;10;3
Wählerwillen;10;0
Zauber;10;0
Zentralabitur;10;0
Zustandekommen;10;0
Überwachungsstaat;10;23
Abbild;9;6
Add-On;9;0
Alarm;9;0
Altbau;9;0
Antrieb;9;2
Apotheker;9;0
Arbeitsalltag;9;2
Arzneimittel;9;0
Atomprogramm;9;0
Aufprall;9;0
Aufschwung;9;0
Ausland;9;1
Ausverkauf;9;0
Außenseiter;9;0
Becher;9;0
Beten;9;0
Bleiberecht;9;0
Blogautor;9;0
Bootvorgang;9;2
Bordell;9;0
Bruttosozialprodukt;9;1
Bundeshaushalt;9;5
Bundesinstitut;9;2
Bundesrechnungshof;9;9
Bundesstaat;9;31
Bundesverfassungsgerichtsurteil;9;0
Büchlein;9;0
Chart;9;0
Chor;9;15
Datenvolumen;9;0
Debüt;9;0
Demo;9;0
Desaster;9;0
Dezember;9;0
Diensteanbieter;9;0
Ehebruch;9;0
Ehrenamt;9;14
Eigenbetrieb;9;2
Eigenheim;9;2
Eingreifen;9;0
Eintritt;9;0
Embryo;9;0
Empfinden;9;0
Energieziehen;9;0
Enzym;9;0
Erlöser;9;0
Erzengel;9;0
Esel;9;0
Europa-Parlament;9;0
Exposé;9;0
Familien-Vater;9;0
Feldstecher;9;0
Fernsehprogramm;9;0
Fettverlust;9;0
Flieger;9;0
Frauenwahlrecht;9;1
Fremdschämen;9;0
Frontalunterricht;9;0
Frühstück;9;0
Fährhafen;9;0
Förderprogramm;9;0
Fürstentum;9;0
Geschichtsverein;9;0
Getrenntsein;9;0
Ghetto;9;0
Grün;9;0
Gutachter;9;0
Gürtel;9;0
Hashtag;9;0
Heiligtum;9;0
Herzinfarkt;9;5
Herzmuskel;9;0
Hochmittelalter;9;0
Holocaust-Leugner;9;0
Hormon;9;0
Horrorfilm;9;0
Hyperlink;9;0
Hörgerät;9;5
ISAF-Mandat;9;5
Import;9;0
Individualverkehr;9;0
Innehalten;9;0
Input;9;0
Insekt;9;0
Internetzeitalter;9;0
Interweb;9;0
Jammer;9;0
Justizminister;9;0
Kamin;9;1
Kastell;9;0
Kaufen;9;0
Kaufmann;9;0
Kegelklub;9;0
Kennzeichen;9;0
Keyboard;9;0
Kindesmissbrauch;9;0
Kinosaal;9;0
Klarnamen;9;0
Klassenraum;9;2
Kleiderschrank;9;2
Koalitionspartner;9;0
Kommando;9;0
Konsumverhalten;9;0
Koordinationsteam;9;0
Kopf;9;114
Kult;9;10
Landstrich;9;3
Lehrmaterial;9;0
Lerner;9;0
Leugnen;9;0
Lied;9;152
Lügner;9;0
Mailserver;9;0
Marktversagen;9;0
Mathematikunterricht;9;0
Meer;9;135
Meldewesen;9;0
Merkmal;9;0
Messenger;9;0
Metzger;9;0
Mikrofon;9;0
Mitspieler;9;0
Mixer;9;0
Mobilfunkbetreiber;9;0
Nationalstaat;9;16
Neustart;9;1
Nordpol;9;1
November;9;0
Online-Beirat;9;0
Ortsbeirat;9;32
PV-Strom;9;0
Panzer;9;0
Parameter;9;0
Patentsystem;9;0
Petersdom;9;0
Philosophieren;9;0
Plateau;9;0
Polizeipräsidium;9;0
Preisträger;9;0
Privatsektor;9;0
Projektlernen;9;0
Projektplan;9;1
Radar;9;0
Rederecht;9;1
Reiter;9;0
Ruhm;9;11
Rundfunkstaatsvertrag;9;11
Rückwärtsgang;9;4
Schalter;9;0
Schlangenträger;9;0
Schnitt;9;6
Seitenbetreiber;9;0
Senator;9;0
Siegel;9;0
Softwarehersteller;9;0
Sohnemann;9;4
Sozialabbau;9;0
Sozialgericht;9;2
Special;9;0
Speiseplan;9;2
Stadtplan;9;0
Stadtrat;9;18
Stadttheater;9;0
Stand;9;44
Steinbock;9;0
Stigma;9;0
Stillen;9;0
Stoffwechsel;9;0
Strafvollzug;9;0
Strukturwandel;9;0
Städtetag;9;3
Söldner;9;0
Südwestrundfunk;9;0
Tabak;9;0
Tacho;9;0
Tarif;9;10
Todesstern;9;0
Trackback;9;0
Trackpad;9;0
Treck;9;0
Trinkwasser;9;0
Träumer;9;0
Tätigsein;9;0
Unglauben;9;0
Universitätsprofessor;9;0
Unterrichten;9;0
Urheberrechtsanspruch;9;0
Varieté;9;0
Vaterlandsverrat;9;0
Verbrecher;9;0
Verlagswesen;9;0
Verteidiger;9;0
Verweilen;9;0
Volkswagen-Konzern;9;0
Vorgängeralbum;9;0
Wachtmeister;9;0
Waffenembargo;9;0
Webhoster;9;0
Wegfall;9;0
Weltkonzern;9;1
Widerruf;9;1
Winkel;9;0
Wirtschaftsminister;9;0
Wirtschaftsunternehmen;9;0
Wissenschafts-Café;9;0
Wolf;9;26
Zechenpark;9;7
Zeitgeschehen;9;0
Zirkel;9;0
Zweifeln;9;0
Zwischenlager;9;0
Österreicher;9;0
Übertragungsnetzbetreiber;9;0
Abofallenbetreiber;8;0
Abzug;8;3
Akteur;8;0
Altar;8;1
Anrufer;8;0
Anschlussinhaber;8;0
Ansinnen;8;0
Antiquariat;8;1
Araber;8;0
Arbeitsgericht;8;0
Aspekt;8;9
Auflegen;8;0
Auslöser;8;0
Austritt;8;1
Autounfall;8;0
Bankensystem;8;0
Bankier;8;0
Baurecht;8;0
Bescheid;8;16
Bewegungssensor;8;0
Bewährungshelfer;8;0
Bezirksamt;8;53
Bezirksverband;8;7
Bibliothekartag;8;3
Bindungsverhalten;8;0
Blog-Teleskop;8;0
Briefkasten;8;0
Brustzentrum;8;0
Brötchen;8;0
Buchtitel;8;0
Bundeskanzleramt;8;15
Bundesverkehrsministerium;8;0
Bundesverkehrsminister;8;0
Bunker;8;0
Bösewicht;8;4
Bündchen;8;0
CSD-Empfang;8;0
Cousin;8;0
Dachverband;8;7
Darsteller;8;0
Dienen;8;0
Diskutieren;8;0
Dollar;8;0
Dossier;8;0
Drittel;8;0
Druckwerk;8;2
Duell;8;0
Dämon;8;0
E-Mail;8;0
E-Portfolio;8;0
EU-Kulturförderprogramm;8;0
Ehrensold;8;5
Einkaufen;8;0
Einkaufszentrum;8;0
Elfenbeinturm;8;0
Embargo;8;0
Endprodukt;8;11
Energiesystem;8;0
Engländer;8;0
Ertrag;8;6
Exemplar;8;4
Fazit;8;0
Filmmaterial;8;0
Finanzsenator;8;0
Fitnessstudio;8;0
Flugverkehr;8;0
Flur;8;6
Freitagstexter;8;0
Friedensnobelpreisträger;8;0
Friseur;8;0
Fußballverein;8;0
Fühlen;8;0
Geflecht;8;0
Gemetzel;8;0
Gesamtkunstwerk;8;1
Gesamtvolumen;8;0
Gesamtwerk;8;15
Geschlechtsverkehr;8;0
Gewehr;8;4
Guru;8;0
Hacken;8;0
Handelsabkommen;8;0
Handout;8;0
Haufen;8;0
Hauptcharakter;8;0
Herzog;8;0
Hit;8;0
IT-Branchenverband;8;1
Interviewpartner;8;0
Judenstaat;8;18
Kamel;8;0
Kartenspiel;8;0
Kick;8;0
Klo;8;0
Kommen;8;0
Kompetenzzentrum;8;0
Kontingent;8;0
Korridor;8;0
Kostüm;8;0
Kulturgut;8;4
Kulturinfarkt;8;0
Kulturstaatsminister;8;0
Kulturverein;8;0
Kunstbetrieb;8;1
Küchenchef;8;0
Landeshauptmann;8;2
Leck;8;0
Lehrkörper;8;0
Leitmedium;8;0
Live-Stream;8;0
Markenrecht;8;1
Masterstudium;8;0
Medienkonsum;8;0
Medienunternehmen;8;0
Medienwandel;8;0
Medizinstudium;8;0
Menschenrecht;8;0
Missbrauchsskandal;8;0
Mitbewerber;8;0
Mobilfunk;8;0
Model;8;0
Moslem;8;0
Museumsquartier;8;0
Müller;8;0
Nachnamen;8;0
Namensgeber;8;0
Nebel;8;0
Neuanfang;8;0
Oberschenkel;8;0
Oktogon;8;0
Ortsverein;8;0
Output;8;0
Pamphlet;8;0
Parteivorstand;8;10
Pharma-Multi;8;0
Politikwissenschaftler;8;0
Praktiker;8;0
Privatsender;8;0
Programmfenster;8;0
Rahmenplan;8;1
Ramadan;8;0
Ratgeber;8;0
Reden;8;0
Reichskanzler;8;0
Rektor;8;0
Rentner;8;0
Rückfall;8;0
SWIFT-Abkommen;8;0
Schlag;8;30
Schnitzeljäger;8;0
Schuldner;8;0
Schwager;8;0
Schwan;8;0
Sexpartner;8;0
Shirt;8;0
Shooter;8;0
Sozialministerium;8;0
Sozialticket;8;0
Sparpaket;8;3
Spinner;8;0
Spital;8;0
Springboard;8;0
Staatsoberhaupt;8;16
Stammtisch;8;17
Staunen;8;0
Stau;8;0
Stecker;8;0
Steinbruch;8;0
Steuerrecht;8;1
Stimmrecht;8;0
Sujet;8;0
Tagesgeschäft;8;4
Talent;8;2
Techniker;8;0
Tempolimit;8;0
Tester;8;0
Themenbereich;8;2
Tiefbahnhof;8;0
Tippen;8;0
Tonstudio;8;0
Transfer;8;0
Trägerverein;8;0
US-Magazin;8;0
US-Senat;8;0
Unbehagen;8;0
Unionsrecht;8;0
Unsinn;8;0
Verkehrsaufkommen;8;0
Verteiler;8;0
Videomaterial;8;0
Vizekanzler;8;0
Vollmond;8;10
Volumen;8;0
Vorhandensein;8;0
Vorjahr;8;87
Vorsprung;8;1
Vorwissen;8;0
Wahlsieg;8;12
Wahlsystem;8;0
Wahrnehmen;8;0
Webangebot;8;11
Wettbewerber;8;0
Widersacher;8;0
Windpark;8;0
Wissenschaftsrat;8;20
Wohnbau;8;0
Wohnort;8;19
Youtube-Video;8;0
Zauberer;8;0
Zielpublikum;8;0
Zopfmuster;8;0
Zusammentreffen;8;0
Zusammenwirken;8;0
Zyklon;8;0
Abgang;7;0
Abhörskandal;7;0
Abruf;7;2
Abstract;7;0
Adapter;7;0
Advent;7;0
Aktionszeitraum;7;0
Alleinsein;7;0
Amtsantritt;7;1
Anbraten;7;0
Ansturm;7;0
Arbeitsamt;7;18
Arbeitsmarkt;7;56
Arbeitsrecht;7;3
Arbeitsvermögen;7;0
Armband;7;0
Atelier;7;0
Atommülllager;7;0
Atomstrom;7;0
Aufenthaltsrecht;7;1
August;7;0
Ausgangsmaterial;7;0
Bachelorstudiengang;7;0
Bachelorstudium;7;0
Bankkonto;7;0
Barkeeper;7;0
Baron;7;0
Beamer;7;0
Beamtentum;7;0
Beifahrer;7;0
Bekanntwerden;7;0
Berufsbeamtentum;7;0
Berufsverband;7;32
Bestellvorgang;7;4
Betreuer;7;0
Betriebsystem;7;0
Bett;7;50
Bezug;7;7
Bildungspaket;7;7
Blockpraktikum;7;0
Blog-Beitrag;7;2
Braunkohletagebau;7;0
Breitbandausbau;7;0
Brenner;7;0
Bruchteil;7;0
Brunnenviertel;7;0
Bruttonationaleinkommen;7;0
Bundesarbeitsministerium;7;0
Bundestagswahlkampf;7;7
Bundesverteidigungsministerium;7;0
Bundeswahlleiter;7;0
Casino;7;0
Center;7;0
Centrum;7;0
Chatleben;7;0
Cockpit;7;0
Colonel;7;0
Computerprogramm;7;0
Deck;7;2
Delta;7;0
Department;7;0
Dichten;7;0
Dock;7;0
Download-Link;7;0
Drill;7;0
EU-Projekt;7;7
Echo;7;0
Editorial;7;0
Eichendorff-Gymnasium;7;0
Eigenverbrauch;7;0
Einknicken;7;0
Eiscafé;7;0
Eisvogel;7;0
Energiekonzept;7;1
Erbgut;7;4
Erbrechen;7;0
Erleben;7;0
Etikett;7;2
Exzellenzcluster;7;0
Fachmann;7;3
Fachportal;7;2
Fachschaftsrat;7;3
Fachwissen;7;0
Fallbeispiel;7;1
Fegefeuer;7;0
Feilschen;7;0
Fernsehmoderator;7;0
Filmchen;7;0
Forschen;7;0
Foyer;7;0
Fragesteller;7;0
Freihandel;7;0
Freiheitsbegriff;7;2
Gateway;7;0
Geldgeber;7;0
Gemeinschaftsrecht;7;0
Genießen;7;0
Georg-Eckert-Institut;7;0
Gesamtgewicht;7;0
Geschäftspartner;7;0
Gewitter;7;0
Google-Kalender;7;0
Grimme-Institut;7;1
Großraum;7;0
HIV-Medikament;7;0
Hackerangriff;7;0
Haken;7;0
Hauptgürtel;7;0
Hauptmann;7;1
Hausrat;7;0
Haustier;7;4
Headset;7;0
Heiler;7;0
Henker;7;0
Heranwachsen;7;0
Herrchen;7;0
Hochtal;7;0
Holocaust-Mahnmal;7;0
Huhn;7;4
Humboldthafen;7;0
Hurrikan;7;0
ISO-Abbild;7;0
Ideenwettbewerb;7;0
Igel;7;0
Impfstoff;7;7
Infoladen;7;0
Informationssystem;7;0
Internat;7;0
Internet-Browser;7;0
Internetanbieter;7;0
Israeli;7;0
Jahresrückblick;7;2
Johannesevangelium;7;0
Jugendamt;7;75
Jugendzentrum;7;0
Justizsystem;7;0
Kabarett;7;0
Kanon;7;0
Kanzleramt;7;16
Kerngeschäft;7;0
Kernschatten;7;0
Kernteam;7;0
Kessel;7;0
Klimasystem;7;0
Klosterplan;7;1
Kohlendioxid;7;0
Kolloquium;7;0
Kritzelforum;7;0
Kulturmanagement;7;0
Königtum;7;0
Landratsamt;7;3
Land;7;2659
Lauf;7;10
Lebensgefühl;7;0
Lebenspartner;7;0
Lebenswandel;7;0
Liebhaber;7;0
Lippenabsehen;7;0
Literaturnobelpreisträger;7;0
Liveset;7;0
Logistikzentrum;7;0
Lokführer;7;0
Magister;7;0
Mechaniker;7;0
Mensch-Sein;7;0
Mietvertrag;7;17
Migrationshintergrund;7;0
Mindesthaltbarkeitsdatum;7;0
Mini;7;0
Ministerrat;7;5
Mitbegründer;7;0
Mitmach-Web;7;0
Mittelstand;7;19
Monitoring;7;0
Montagsradio;7;0
Mozilla-Browser;7;0
Musikkonsum;7;0
Musikplayer;7;0
Mutterkonzern;7;0
Mädel;7;0
NS-Terror;7;0
Nachthimmel;7;0
Nahost-Konflikt;7;0
Nasendackel;7;0
Oberhaupt;7;4
Online-Angebot;7;8
Oscar;7;0
Paketmanager;7;0
Panorama;7;0
Pentagon;7;0
Pharao;7;0
Piratenforum;7;0
Prediger;7;0
Primärtumor;7;0
Privatserver;7;0
Privileg;7;0
Projekttutorium;7;0
Qualitätsmanagement;7;0
Radfahrer;7;0
Realnamen;7;0
Rechenzentrum;7;0
Rechtsanspruch;7;1
Rechtsinhaber;7;0
Redaktionsteam;7;0
Regierungspräsidium;7;0
Reifen;7;0
Reisebericht;7;3
Reiseführer;7;0
Reiseveranstalter;7;0
Rennspiel;7;0
Restrisiko;7;0
Rudel;7;0
Rückblick;7;2
Rückgang;7;1
Sack;7;1
Schal;7;0
Schamgefühl;7;0
Schienenverkehr;7;0
Schirm;7;3
Schulleiter;7;0
Schwerpunktthema;7;0
Seelenplan;7;0
Selbstbestimmungsrecht;7;8
Selbstmanagement;7;0
Setup;7;0
Sexualstrafrecht;7;2
Smiley;7;0
Sofa;7;0
Sommerurlaub;7;1
Sonnenlicht;7;1
Sorbet;7;0
Sprung;7;1
Staatstheater;7;0
Stadtverband;7;14
Stadtzentrum;7;0
Sternenhimmel;7;0
Steuerberater;7;0
Stifter;7;0
Stilmittel;7;0
Stromausfall;7;0
Stromversorger;7;0
Studiportal;7;0
Suhrkamp-Verlag;7;1
Symposion;7;0
Systemfehler;7;0
Tab;7;0
Tatort;7;2
Testzeitraum;7;3
Titelsong;7;0
Tragen;7;0
Tresen;7;0
Tuch;7;3
Töchterlein;7;0
Umweltbundesamt;7;33
Ungetüm;7;0
Unmut;7;4
Unterrichtsministerium;7;0
Unwetter;7;0
Vaterland;7;54
Vehikel;7;0
Verbotsverfahren;7;0
Verfassungsbogen;7;0
Verlierer;7;0
Versammlungsrecht;7;3
Versandhandel;7;0
Vertragsverletzungsverfahren;7;0
Verwaltungsgerichtshof;7;1
Verzehr;7;0
Videospiel;7;0
Vordermann;7;3
Vorkommen;7;0
Vorurteil;7;0
Wahlverhalten;7;0
Walfang;7;1
Weltgeschehen;7;0
Werben;7;0
Werbeverbot;7;0
Westwerk;7;1
Wettbewerbsrecht;7;0
Whiteboard;7;0
Wirt;7;6
Wohlfühlen;7;0
Wohlwollen;7;0
Wohnblock;7;0
Wohnheim;7;1
Wohnviertel;7;0
Wortlaut;7;5
Zeigefinger;7;0
Zeiger;7;0
Zeitstrahl;7;0
Zentralbad;7;26
Zusammenkommen;7;0
Öko-Institut;7;2
Örtchen;7;0
Überallbüro;7;0
Abendstern;6;0
Abschalten;6;0
Abwägen;6;0
Agieren;6;0
Aids-Referat;6;0
Akademiker;6;0
Aktienkapital;6;0
Aktionsplan;6;0
Aktionsprogramm;6;0
Albtraum;6;2
Alien;6;0
Amateur;6;0
Amtsleiter;6;0
Anagramm;6;0
Anblick;6;8
Andenken;6;0
Android-Telefon;6;0
Anhang;6;3
Anschreiben;6;0
Apfelbaum;6;2
Apostroph;6;0
Apothekenmagazin;6;0
April;6;0
Arbeitslosengeld;6;16
Arbeitszimmer;6;0
Atomreaktor;6;0
Atomzeitalter;6;0
Atrium;6;0
Auftragnehmer;6;0
Ausgang;6;2
Aushub;6;0
Ausländer;6;0
Autoverkehr;6;0
Bachelor-Studiengang;6;2
Bademeister;6;0
Balken;6;0
Ballon;6;0
Bandbreitenmodell;6;0
Band;6;102
Baumeister;6;0
Bauprojekt;6;8
Bauträger;6;0
Bayer-Konzern;6;0
Beobachtetsein;6;0
Berufsstand;6;12
Betrachten;6;0
Bildungsserver;6;0
Blogportal;6;0
Blutvergießen;6;0
Blödsinn;6;0
Bordelai;6;0
Brainstorming;6;0
Branchenverband;6;10
Brauchtum;6;0
Braunkohleabbau;6;0
Broterwerb;6;0
Brustkorb;6;3
Buchhändler;6;0
Bundesgericht;6;0
Bundesprogramm;6;0
Bundessicherheitsrat;6;2
Bundestagswahlrecht;6;0
Bundestrainer;6;0
Burggraben;6;0
Bücherregal;6;1
Bürgerrechtler;6;0
Bürgerrecht;6;0
Büroalltag;6;0
CSU-Politiker;6;0
Callgirl;6;0
Champion;6;0
Chili;6;0
DVB-T-Stick;6;0
Dateiformat;6;1
Datenaustausch;6;7
Datenbankbenutzer;6;0
Daumen;6;0
Debütroman;6;0
Defizit;6;4
Dessert;6;0
Dialekt;6;4
Dickdarm;6;0
Digitalzeitalter;6;0
Diktat;6;0
Dinner;6;0
Distrikt;6;1
Diözesanrat;6;0
Domainnamen;6;0
Durchbruch;6;0
Durchschnittsbürger;6;0
Ehepartner;6;0
Eiderkanal;6;0
Eigenanbau;6;0
Eigenkapital;6;0
Eignungstest;6;0
Einbringen;6;0
Einzeltäter;6;0
Ekel;6;0
Elektroschrott;6;0
Emulator;6;0
Endspiel;6;0
Energieträger;6;0
Erbauer;6;0
Erfahrungsaustausch;6;2
Ermittlungsverfahren;6;0
Eroberer;6;0
Erreger;6;0
Erschaffer;6;0
Erstellen;6;0
Erwerbsleben;6;0
Euro-Rettungsschirm;6;0
FAZ-Artikel;6;0
Fachartikel;6;0
Fachblatt;6;2
Fachforum;6;0
Fahrplan;6;0
Familienunternehmen;6;0
Fasten;6;0
Fieber;6;0
Filmarchiv;6;1
Filmprojekt;6;1
Finanzwesen;6;0
Fjord;6;7
Flamenco;6;0
